raw_text,label
ඔෆිස් එකේ කම්පියුටර් එකේ වැඩ කරද්දි අත් වෙව්ලනවා. මොකක් හරි වැරදුනොත් කියලා බයයි. ෆයිල් එකක් සේව් කරන්න කලින් දහ පාරක් හිතනවා. මේ කාංසාව නිසා සරල වැඩක් කරන්නත් ගොඩක් වෙලා යනවා,Anxiety
කණ්ණාඩියේ බලන හැම වෙලාවෙම මගේ පෙනුම ගැන කාංසාවක් එනවා. මිනිස්සු මාව විවේචනය කරයි කියලා හිතෙන නිසා සමහර වෙලාවට එළියටවත් යන්න හිතෙන්නේ නැහැ. හැම කවුරුත් මාව දිහා බලනවා කියලා හිතෙනවා,Anxiety
"කට්ටියත් එක්ක එකට කෑම කන්න තියෙන බය නිසා මම තනියම කනවා. පිඟාන අතින් වැටෙයි, ආහාර ඉහිරෙයි, අනිත් අය මාව විහිළුවට ලක් කරයි කියලා හිතෙනවා. මේ නිසා සාමූහික කෑම වේලවල් මඟ හරිනවා.",Anxiety
දරුවා පාසල් යවද්දි හදවත රිදෙනවා. මොකක් හරි අනතුරක් වෙයි කියලා බයයි. දවස පුරාම දුරකතනය ළඟ තියාගෙන බලන් ඉන්නවා. රෑට නිදාගන්න කලින් දහ පාරක් දරුවා ළඟට ගිහින් බලනවා හරියට නිදිද කියලා,Anxiety
හෙට තියෙන රුධිර පරීක්ෂණය ගැන හිතලා මට නින්ද යන්නේ නැහැ. මොකක් හරි බරපතල දෙයක් හොයා ගනීවි කියලා බයයි. වාර්තාව එනකන් දවස් ගානක් කාංසාවෙන් ගත කරන්න වෙනවා. සාමාන්‍ය පරීක්ෂණයක් වුණත් මට ලොකු බරක්,Anxiety
රෑ වෙන කොට මගේ කාංසාව උත්සන්න වෙනවා. හැම සද්දයක්ම භයානක දෙයක් විදිහට දැනෙනවා. නින්ද යන්න කලින් ගෙදර දොරවල් තුන් පාරක් චෙක් කරනවා. මොකක් හරි නරක දෙයක් වෙයි කියන බය මගෙන් යන්නේ නැහැ,Anxiety
"මීටින් එකක් තියෙනවා කියලා දැනගත්ත වෙලාවේ ඉඳන් මගේ බඩ යනවා. ප්‍රෙසන්ටේෂන් එක සිය පාරක් චෙක් කළත් මොකක් හරි අමතක වෙයි කියලා බයයි. කට්ටිය ඉස්සරහ කතා කරන්න ගියාම කටහඬ වෙනස් වෙනවා, අත් පය වෙව්ලනවා",Anxiety
අලුත් ස්මාර්ට් ෆෝන් එකක් පාවිච්චි කරන්න තියෙන බය නිසා තාමත් පරණ ෆෝන් එක පාවිච්චි කරනවා. මොකක් හරි වැරදුනොත් හදාගන්න බැරි වෙයි කියලා හිතෙනවා. අලුත් ඇප්ස් ඉන්ස්ටෝල් කරන්නත් බයයි,Anxiety
"සාප්පු සංකීර්ණයක ඉන්න කොට මට හුස්ම හිර වෙනවා වගේ දැනෙනවා. මිනිස්සු මැද්දෙන් ඇවිදින්න බයයි, කවුරු හරි මාව පොඩි කරයි කියලා හිතෙනවා. බඩු ගන්න ගියත් ඉක්මනට ගෙදර එන්න හිතෙනවා. මිනිස්සු පිරුණු තැන්වල මට කාංසාව වැඩියි",Anxiety
"මගේ විවාහය ළං වෙන්න ළං වෙන්න කාංසාව වැඩි වෙනවා. හැමදේම හරියට වෙයිද, අනාගත ජීවිතය සතුටුදායක වෙයිද, මම හොඳ සහකරුවෙක් වෙයිද කියලා රෑ නින්ද නැතුව හිතනවා. මංගල උත්සවය කලින් දවසේ ඉඳන්ම පපුවේ රිද්මය වැඩියි",Anxiety
"උදේට ඔෆිස් එකට යනකොට බඩේ කැක්කුම පටන් ගන්නවා. බොස් මොනවා කියයිද, අද මොන වැරැද්දක් වෙයිද කියලා හිතෙනවා. ඊමේල් එකක් ආවත් බලන්න බයයි. දවස පුරාම කාංසාවෙන් වැඩ කරන්නේ",Anxiety
බැංකුවට ගිහින් මුදල් ගනුදෙනු කරන්න තියෙන බය නිසා ඔන්ලයින් බෑන්කින් පාවිච්චි කරනවා. ඒත් පින් නම්බර් එක ගහද්දි අත් වෙව්ලනවා. මුදල් ගනුදෙනු කරන හැම වෙලාවෙම මොකක් හරි වරදක් වෙයි කියලා බයයි,Anxiety
"අලුත් ගෙදරට මාරු වුණාට පස්සේ රෑට නින්ද යන්නේ නැහැ. අමුතු සද්ද ඇහෙනවා, කවුරු හරි ඇවිත් හානියක් කරයි කියලා බයයි. හැම දොරක් ජනේලක්ම දහ පාරක් චෙක් කරනවා. පරිසරයට හුරු වෙන්න කල් යනවා",Anxiety
ෆේස්බුක් එකේ පෝස්ට් එකක් දාන්න කලින් පැය ගානක් හිතනවා. කවුරු හරි නරක කමෙන්ට් එකක් දායි කියලා බයයි. ස්ටේටස් එකක් දැම්මත් මිනිත්තු පහකින් ආයෙ ඩිලීට් කරනවා. සෝෂල් මීඩියා වල ඉන්න එකම මට කාංසාවක්,Anxiety
කොතැනකට හරි යන්න වෙලාවට යන්න ඕනේ කියලා දෙපැයකට කලින් පිටත් වෙනවා. ප්‍රමාද වෙයි කියන බය නිසා හරියට කෑම බීම ගන්නෙත් නැහැ. හැම අවස්ථාවකටම කලින් ගිහින් පැය භාගයක් බලන් ඉන්නවා,Anxiety
ලේ ටෙස්ට් එකක් කරන්න තියෙනවා කියලා දැනගත්ත දවසේ ඉඳන් කන්න බොන්න බැහැ. ඉඳගෙන ඉන්න බැරි තරමට බඩේ කැක්කුම හැදෙනවා. රිපෝට් එක එනකන් සතියක් විතර කාංසාවෙන් ඉන්නවා,Anxiety
"පංතියට ගිහින් ඉගැන්නුවට පස්සේ 'මම හරියට උගන්නපු නැද්ද, ළමයි තේරුම් ගත්තේ නැද්ද' කියලා දවස් ගානක් හිතනවා. ළමයි ප්‍රශ්න ඇහුවොත් උත්තර දෙන්න බැරි වෙයි කියලා කාංසාවෙන් ඉන්නේ",Anxiety
රෝහලට ගියාම මුළු ඇඟම වෙව්ලනවා. වෙයිටින් රූම් එකේ ඉන්න කොට හදවත් ගැස්ම වැඩි වෙනවා. ඩොක්ටර් කෙනෙක් දැක්කම කියන්න තියෙන දේවල් ඔක්කොම අමතක වෙනවා. සරල චෙක්අප් එකකට ගියත් ලොකු ලෙඩක් කියයි කියලා බයයි,Anxiety
පොදු වැසිකිළි පාවිච්චි කරන්න තියෙන බය නිසා ගෙදරින් එළියට යන්න අකමැතියි. එළියේදි මට වැසිකිළි යන්න ඕනේ වුණොත් කියන හිතිවිල්ල නිසාම ආතතියෙන් ඉන්නේ. මේක නිසා දුර ගමන් යන්නත් බයයි,Anxiety
වතුරට බහින්න තියෙන බය නිසා පිහිනුම් පුහුණුවට යන්න බැහැ. අනිත් අය ඉදිරිපිට ඇඳුම මාරු කරන්න බයයි. වතුරේ ගිලෙයි කියන බය නිසා පිහිනුම් තටාකය දිහා බලද්දිම පපුව පිරෙනවා,Anxiety
මගේ දුක සතුට කාත් එක්කවත් බෙදාගන්න බැහැ. මොකක් හරි කියන්න ගියාම කට වැහෙනවා. අනිත් අය මාව තේරුම් ගන්නේ නැති වෙයි කියලා හිතෙන නිසා හැමදේම ඇතුළේ තියාගෙන ඉන්නවා,Anxiety
එළවළු විකුණන අය එක්ක කතා කරන්න බයයි. මිල ගණන් අහන්න ගියාම කට ගැස්සෙනවා. එළවළු තෝරන්න ගත්තම අනිත් අය බලාගෙන ඉන්නවා කියලා හිතෙනවා. ඒ නිසා සුපිරි වෙළඳසැල් වලින් විතරක් ගන්නවා,Anxiety
කොණ්ඩය කපන සැලෝන් එකට යන්න තියෙන බය නිසා මාස ගානක් යනකන් කොණ්ඩේ කපන්නේ නැහැ. සැලෝන් එකේදී කතා කරන්න වෙන එක ගැන හිතලම බයයි. කොණ්ඩේ වැරදියට කැපුවොත් කියලා කාංසාවෙන් ඉන්නේ,Anxiety
"හෙට ඉඳලා අලුත් ඔෆිස් එකේ වැඩ. දැන් ඉඳන්ම බඩේ කැරකෙනවා. අලුත් අයත් එක්ක කොහොමද ගනුදෙනු කරන්නේ, වැඩ හරියට කරගන්න පුළුවන් වෙයිද, මාව අගය කරයිද කියලා කාංසාවෙන් ඉන්නේ.",Anxiety
හදිස්සියේ හයියෙන් ශබ්දයක් ආවම මුළු ඇඟම වෙව්ලනවා. පොඩි සද්දයක් ආවත් හදවත පනිනවා. ඒ නිසා හැමතැනම කන් එහෙට මෙහෙට යොමු කරලා බලාගෙන ඉන්නේ,Anxiety
"රෙස්ටුරන්ට් එකක කෑම ඇණවුම් කරන්න ගියාම තොල වෙව්ලනවා. වේටර් මොනවා අහයිද, මම කොහොමද උත්තර දෙන්නේ කියලා කලින් ඉඳන්ම හිතනවා. ඒ නිසා ඔන්ලයින් ඕඩර් කරන්න පුරුදු වෙලා",Anxiety
ෂොපින් යන්න ඕනේ වුණාම දවස් ගානක් කල් දානවා. සාප්පු වල ඉන්න සේල්ස් අය එක්ක කතා කරන්න බයයි. මිල ගණන් අහන්න ගියාම කටහඬ වෙනස් වෙනවා. ඒ නිසා ඔන්ලයින් ෂොපින් විතරක් කරනවා.,Anxiety
ෆොටෝ ගන්න වෙන හැම වෙලාවකම මුළු ඇඟම ගැස්සෙනවා. වීඩියෝ කෝල්ස් එන්න කලින් හිත කලබල වෙනවා. ඒ නිසා මීටිං වලට කැමරාව ඕෆ් කරලා ඉන්නේ,Anxiety
"ලිෆ්ට් එකට නගින්න තියෙන බය නිසා තට්ටු හයක් පඩි පෙළෙන් නගිනවා. ලිෆ්ට් එක කැඩිලා හිර වෙයි, නැත්නම් කරන්ට් යාවි කියලා හිතෙනවා. ඒ නිසා හදිස්සි වුණත් පඩි පෙළෙන් යනවා",Anxiety
විභාග ප්‍රතිඵල එන්න කිට්ටු වෙනකොට හරියට කන්න බොන්නවත් බැහැ. වෙබ්සයිට් එක ඕපන් කරන්න අතම වෙව්ලනවා. ප්‍රතිඵල බලන්න කලින් පැය ගානක් අඬනවා,Anxiety
බයික් එකේ යන්න තියෙන බය නිසා ලයිසන් එක තියෙන්නත් බයික් එකක් ගන්නේ නැහැ. පාරේ වාහන දකිද්දිම පපුව ගැස්සෙනවා. ට්‍රැෆික් එකේ යන්න ඕනේ වුණාම රෑ නින්ද යන්නේ නැහැ,Anxiety
"ගෲප් ෆොටෝ ගන්න වෙලාවට මුළු ඇඟම ගැස්සෙනවා. මගේ පොටෝ එක නරක වෙයි, අනිත් අය හිනා වෙයි කියලා හිතෙනවා. ඒ නිසා ගෲප් ෆොටෝ වලට යන්නේ නැහැ",Anxiety
කාඩ් එකෙන් පේමන්ට් කරන්න ගියාම අත් වෙව්ලනවා. පින් නම්බර් එක වැරදිලා ට්‍රාන්සැක්ෂන් එක ෆේල් වෙයි කියලා බයයි. ඒ නිසා හැමතැනම කෑෂ් පාවිච්චි කරනවා,Anxiety
නොදන්න නම්බර් එකකින් කෝල් එකක් ආවම පපුව පනිනවා. අතේ ෆෝන් එක වෙව්ලනවා. මොකක් හරි නරක ආරංචියක් ඇහෙයි කියලා හිතෙන නිසා උත්තර දෙන්න බයයි.,Anxiety
පොඩි කාලෙ සමාජෙට බයක් තිබ්බෙ නෑ දැන් ඒක වෙනස් ම වෙලා නෑදැයො යාලුවො අහල පහල මිනිස්සු කිසි කෙනෙක් එක්ක හරියට මූන බලලා කතා කරන්න හිතෙන්නෑ මේ ලෙඩේ හින්දා මාර දුකක් විදින්නෙ වෙලාවකට ජීවිතෙත් එක්ක එපා වෙනවා කොච්චර කට්ටිය එක්ක මිත්‍රශීලී කතා කරන්න කියලා ඉස්සරහට ගියත් ඔක්කොම අවහිර වෙලා වචනත් එක්ක පැටලිලා කතාකරන්න දෙයක් නැති ගානටම වැටෙනවා,Anxiety
මගේ පුංචි අම්මා කැමති නෑ ගෙයින් එලියට බහින්න එයාට දාඩිය දාන්නේ ඒ වගේ නෑ ඒත් එයාට හිතෙනවලු කවුරු හරි එක්ක කතා කලොත් ඕනෙ නැති තැනට සුදුසු නැති දෙයක් කියවෙයි කියලා මිනිස්සුන් ගෙදරට එනවට කැමති නෑ රුපේ කැතයි වයසයි වගේ හිතෙනවලු කම්මැලියිලු ගෙදරින් එලියට බහින්න අනික් අය හිතන විදිහ ගැන හිතනවා,Anxiety
"කණ්ණාඩි දාගෙන එළියට යන්න ලැජ්ජයි. අනිත් අය මොනවා හිතයිද කියලා බයයි. ඒ නිසා කොන්ටැක්ට් ලෙන්ස් දාගන්නවා, ඒක ඇහැට අමාරු වුණත්",Anxiety
"මට දැන් අවුරුදු කීපක් වෙනවා. කලින් ඉස්කෝලේ ගියේ, එතනින් අයින් වෙන්න හේතුවත් මේ අසනීපයයි. ඒ ඉස්කෝලේ හිටියේ නිකන් කොන්වෙලා වගේ. යාළුවෙක් නම් එක්කෙනෙක් විතරයි හිටියේ. මට හොඳට ඉගෙන ගන්න තිබුණා, අපරාදේ. ඉතිං ජීවිතේ මට තේරෙන්නේ නැහැ. මේක නැතිකරගන්නේ කොහොමද කියලා. මම මුවා වෙලා ඉන්නවා, ඒක ගලවන්නවත් බයයි. මාසයක් එහෙම මතකයට හැටියට ගලා ගොස් නැහැ. නිවසින් එළියට හෝ අවටට ගියහම අවුරුදු කීපයකට සමානයි",Anxiety
සර් මට දැන් අවුරුදු ගෑස්ටික් එනවා ඒකට මම බය වෙද්දී ඒක වැඩිවෙනවා දැන් මට හුස්ම ගන්න අමාරුයි පපුව වේගෙන් ගැහෙනවා නින්දක් නැ නින්දෙන් ගැස්සිලා ඇහෙරෙනවා හැමවේලම දුකෙන් මට හිතෙනවා හැමවේලම මම මැරෙයි හාර්ට් ඇටෑක් එයි කියලා බේත් ගන්නත් බයයි ,Anxiety
සර් මට උදව් කරන්න පුළුවන් නම් ගොඩක් පින් සිද්ධ වෙනවා මම අවුරුදු ක් වෙන කෙනෙක් දැනට දවස් කීපයක සිට සෑහෙන්න ලොකු ප්රශ්නයකට මුහුණ දීගනයි ඉන්නෙ මේ දැනුත් මම ඒ ප්රශ්නය නිසා ඇහැරගෙන වෙලාව රාත්රී දොළහට කිට්ටුයි සර් මට හෑම තප්පරයකම හිතෙනවා මේ දැන් මට විශාල පපුවේ වේදනාවක් එයි ඇවිත් මම මැරෙයි කියලා මට රෑට තමයි එහෙම හිතෙන්නෙ මට වෙන කිසිම දෙයක් ගැන හිතෙන්නේ නෑ ඒකමයි හිතෙන්නෙ ඒ නිසා මම සෑහෙන බියකින් ඇහැරගන රාත්රී කාලයේ අධික නිදිමතින් ඇහැරගන ඉන්නවා මම මේ තත්ත්වය අමතක කරන්න සෑහෙන්න උත්සහ කරනවා ඒත් කිසිම වැඩක් නෑමට හිතෙන්නෙම මේ දැන් මට ඉහත කියූ දෙය වෙයි කියලමයි දවස් කීපයක් වෙනවා මෙය සිද්ද වෙන්න පටන් අරන්මට මේ තත්ත්වය පැහැදිලි කරන්න මානසික ලෙඩක්ද මේ ගොඩක් පින්,Anxiety
"පොඩි කාලෙ සමාජය එක්ක මට කිසිම ප්‍රශ්නයක් තිබුණේ නැහැ. ඒත් දැන් සම්පූර්ණයෙන්ම වෙනස්. යාළුවන්, අසල්වැසියන් කවුරු එක්කවත් ඇස් ගහලා කතා කරන්න බැරි තරමට බය හිතෙනවා. මේ කාංසාව නිසා ජීවිතේ එපා වෙලා. මිනිස්සු එක්ක මිත්‍රශීලීව කතා කරන්න උත්සාහ කළත්, වචන පැටලෙනවා, මොකක්ද කියන්නේ කියලා තේරෙන්නේ නැහැ. හිත අවුල් වෙලා කතාව නතර වෙනවා",Anxiety
"මගේ පුංචි අම්මා ගෙදරින් එළියට යන්න බයයි. එයාට දහඩිය දාන ගතියක් නැති වුණත්, කවුරු හරි එක්ක කතා කරොත් අනවශ්‍ය විදිහට වැරදි දෙයක් කියවෙයි කියලා බයයි. මිනිස්සු ගෙදර එනවටත් කැමති නැහැ. තමන්ගේ පෙනුම, වයස ගැන හිතිලා ගෙදරින් එළියට යන්නත් අකමැතියි",Anxiety
"මම දැන් ගෙදර ඉන්නවා. මගේ දෙමව්පියන්ට පමණක් නෙමෙයි, පවුලේ අනිත් අයත් මට බලපෑම් කරනවා. අවුරුදු ගණනක් වෙනවා බස් එකක යන්නවත් බැරි තරමට මම කාංසාවෙන් ඉන්නේ. සමාජයට මුහුණ දෙන්නේ කොහොමද, රැකියාවක් කරන්නේ කොහොමද කියලා හිතාගන්න බැහැ. යාළුවෙක්වත් නැහැ මාව තේරුම් ගන්න. ඒ වගේම මගේ ස්ත්‍රී-පුරුෂ අනන්‍යතාවය ගැන ගැටලුත් තියෙනවා. මම පිරිමියෙක් වුණත් ඇතුළතින් කාන්තාවක් විදිහට හැඟීම් තියෙන නිසා මේක මට දෙගුණයක් අමාරුයි.",Anxiety
"මට දැන් අවුරුදු කීපයක් වෙනවා. ඉස්කෝලෙන් අයින් වුණේත් මේ කාංසා තත්වය නිසා. එතන හිටියේ සම්පූර්ණයෙන් හුදකලා වෙලා. යාළුවෙක් හිටියේ එක්කෙනායි. ඉගෙන ගන්න හොඳ හැකියාවක් තිබුණත් ඒක නැති වුණා. මේ තත්වයෙන් ගොඩ එන්නේ කොහොමද කියලා තේරෙන්නේ නැහැ. මම සමාජයෙන් සැඟවිලා ඉන්නවා, ඒකෙන් එළියට එන්නත් බයයි",Anxiety
"මට ආමාශයික ප්‍රශ්න තියෙනවා, ඒ ගැන බය වෙද්දි තත්වය තව තවත් වැඩි වෙනවා. දැන් හුස්ම ගන්නත් අමාරුයි, පපුව වේගයෙන් ගැහෙනවා. රෑට නින්ද යන්නේ නැහැ, නින්දෙන් ගැස්සිලා ඇහැරෙනවා. හැම වෙලාවේම හිතෙනවා මම මැරෙයි කියලා, හෘදයාබාධයක් හැදෙයි කියලා. බෙහෙත් ගන්නත් බයයි. උපදේශන සායනයකට ගියත් මට සහනයක් නැහැ",Anxiety
මම දැන් රට ඉන්නේ. ලංකාවේ ඉන්න කාලේ හැදුණු අසනීපයක් නිසා බය හිතුණා. ඒක ටිකක් අඩු වෙලා මෙහේ ආවා. ඒත් දැන් ආයෙත් වැඩි වෙලා. ලංකාවට යන්න හිතාගෙන ඉන්නේ. කොයි වගේ වෛද්‍යවරයෙක් ළඟට යන්නද කියලා දන්නේ නැහැ,Anxiety
"මට කාංසාව නිසා එක තැනක රැකියාවක් කරන්න බැහැ. එළියට යන්න බයයි, වගකීම් භාර ගන්න බයයි. මොකක් හරි වැඩක් කරන්න දුන්නොත් ඒක අසාර්ථක වෙයි, බැනුම් අහන්න වෙයි කියලා හිතෙනවා. වැඩ කරන තැන්වල අනිත් අය කරන දේවල් මට කරගන්න බැරි වෙයි කියලා හිතෙන නිසා ඒවට යන්නත් අකමැතියි. අන්තිමට ගුරු වෘත්තිය තෝරගත්තත් දැන් ඒකත් කරන්න බැරි තත්වයක් ඇවිල්ලා. අනවශ්‍ය දේවල් වලට බය වෙනවා, ඒවා ඇත්තටම වෙනවා වගේ පේනවා. නින්දෙන් ඇඟ ගැස්සෙනවා, අත පය නිකරුණේ විසි වෙනවා. මනෝ වෛද්‍ය ප්‍රතිකාර ගත්තත් සනීප වෙයිද කියලා සැකයි",Anxiety
"මගේ හිතේ නිතරම බයක් තියෙනවා. මට විතරද මේ වගේ තත්වයක් තියෙන්නේ කියලා කල්පනා කරනවා. කවුරු හරි මට විසඳුමක් කියලා දෙනවා නම් හොඳයි, මගේ හිතේ තියෙන බය නැති කරගන්න",Anxiety
මම මේ අවුරුද්දේ විශ්වවිද්‍යාලයට යන්න ඉන්නේ. පපුවේ වම් පැත්තේ හැම වෙලාවේම වේදනාවක් දැනෙනවා. හෘදයාබාධයක් හැදෙයි කියලා බයයි. ඇඟ ගැහෙන ගතියක් තියෙනවා. ඩොක්ටර්ලා පරීක්ෂණ කරලා කිව්වා ප්‍රශ්නයක් නැහැ කියලා. එහෙම වුණත් තාමත් බයයි හෘදයාබාධයක් හැදෙයි කියලා. මම දැඩි පීඩනයකින් ඉන්නේ,Anxiety
මට අවුරුදු 17දී මුලින්ම මේක හැදුණා. එක පැත්තකට විදුලි සැරයක් වදිනවා වගේ දැනෙනවා. ඊට පස්සේ හදිස්සියේම දරාගන්න බැරි බයක් ඇති වෙනවා. ඒක තත්පර කීපයක් තියෙනවා. මුලින්ම හැදුණු දවසේ රෑ එළිවෙනකන් මේක දිගට ආවා. ඊට පස්සේ රෝහලේ ස්කෑන් කළා. ඒවා සාමාන්‍ය තත්වයේ තිබුණා. අවුරුදු ගණනක් ගියාට පස්සේ සාමාන්‍ය පෙළ විභාගේ කාලේ ආයෙත් පටන් ගත්තා. දැන් මානසික රෝග සායනයකට යනවා. කලින් තරම් බය දැනෙන්නේ නැති වුණත් තවම සම්පූර්ණයෙන් හොඳ නැහැ,Anxiety
"මටත් මේක හැදිලා දැන් අවුරුදු ගණනක්. මට විනාඩි ගානක් තිස්සේ බිය දැනෙනවා. අන්තිමට වැසිකිළියට ගියාම තමයි සහනය දැනෙන්නේ. අත පය හොල්ලන්න පුළුවන් වුණත් මම මැරෙනවා කියලා හිතෙනවා. මේක කාටවත් හැදෙන්න එපා, මාරම කරදරයක්",Anxiety
"මම එක පාරක් ගංජා පාවිච්චි කළා. ඒ දවසේ හොඳටම අමාරු වුණා. හිතාගන්න බැරි විදිහට පිපාසය දැනුණා. ඇඟ පුරාම අමාරු වුණා, බඩේ කැක්කුම ආවා. දත් හිරිවැටුණා, උගුර කට වියළුණා. දැන් අවුරුද්දක් විතර ගත වුණත් මම කොහෙවත් යන්නේ නැහැ. ආයෙත් ඒක වෙයි කියලා බයයි. ඒ දවසේ ඉඳලා පිපාසය වැඩිපුර දැනෙනවා. මාරම දුකක් විඳින්නේ",Anxiety
"මට පැනික් ඇටෑක් එකක් ආවා මාස තුනකට කලින්. දැන් ඒක වරින් වර එනවා. බය ඉබේම එනවා. බෙහෙත් ගන්නවා, ඒත් හිත එකඟ කරගන්න බැහැ. ගැස්සෙන කොට ඔළුවේ ඉඳන් හිරි වැටෙනවා. ඩොක්ටර් කිව්වා මේක ලෙඩක් නෙවෙයි, බය වෙන්න එපා කියලා. ඒත් මට නිතරම හුස්ම ගන්න අමාරුයි",Anxiety
"මම උසස් පෙළට ගණිතය කළේ. මේ මනෝවිද්‍යාත්මක වචන වල තේරුම මම දැනගෙන හිටියේ නැහැ. ජීවිතය පුරාම මානසික පීඩනයෙන් හිටියා. සමහර වෙලාවට ඒක ඇතුළේ හිර කරගෙන ඉඳලා පුපුරලා ගියා. සමාජය මේවට ප්‍රතිචාර දක්වන්නේ වැරදි විදිහට. කාංසාව, විෂාදය, සහ අධිසංවේදීතාවය ගැන තේරුම් ගන්න පුළුවන් වුණේ මෑතකදී",Anxiety
"කොහොම හරි උදේ ඉදන් මට ගේමක් ගහනවා වගේ හිතුනත් එළියට යන්නෙත් නැහැ. මම යම් හදිසියේම රෝගී වෙනවා වගේ හිතෙනවා. මේ හැඟීම හැම දවසෙම එනවා, නමුත් මට හිතාගන්න බැහැ ඇයි කියලා. මම වැඩියෙන්ම අතපය රිදෙනවා, මේ විදියට මම ඉන්න විදිහට හිතේ දරුණු බයක් ඇති වෙනවා",Anxiety
"මටත් කාංසාව තිබුණා, දැනුත් ටිකක් තියෙනවා. කෙටියෙන් කියනවා නම්, මට මේක හැදුණේ වැඩිපුර හිතන නිසා. මට තනියම ඉන්න බැරි වුණා. මම මැරෙයි කියලා හිතුණා. ගෙදර කවුරුත් නැති වුණාම බය වැඩි වුණා. හුස්ම නවතියි වගේ දැනුණා. බෙහෙත් ගත්තා, ඒත් අන්තිමට භාවනාව තමයි මට සහනය දුන්නේ. කලින් මට මීටර් සීයක් වත් පයින් යන්න බැරි වුණා, පපුව හිර වුණා.",Anxiety
"නායකත්වයක් හෝ වගකීමක් භාර ගන්න වෙන කොට පපුව ගැස්සෙනවා. මොනවා කරන්නද, කොහොමද මේක හසුරුවන්නේ කියලා බයයි. වැඩේ වැරදුනොත් කියන හිතිවිල්ලෙන් කලබල වෙනවා. මට පපුව දැඩි ලෙස ගැහෙනවා, හුස්ම ගන්නත් අමාරුයි. හෘදයාබාධයක් එයි කියලා නිතරම බයයි. මේ බය නිසාම ලක්ෂණ තව තවත් වැඩි වෙනවා",Anxiety
සමහර වෙලාවට කවුරු හරි මාව දිහා බලාගෙන ඉන්නවා වගේ දැනෙනවා. ඒකෙන් මට හරිම බයයි. මුළු ඇඟම කම්පනය වෙනවා වගේ දැනෙනවා. මේ හැඟීම නිතර එනවා,Anxiety
"හෙට දවස ගැන හිතද්දිම බයයි. මොකක් වෙයිද කියලා දන්නේ නැහැ. හැම දෙයක්ම අනිශ්චිත වගේ. පැය ගානේම පපුව පිරිලා, හදවත ගැහෙනවා වගේ දැනෙනවා. අනාගතේ ගැන හිතන්න ගියාම කාංසාව තව වැඩි වෙනවා",Anxiety
"පිරිසක් ඉදිරියේ කතා කරන්න ඕනේ වෙනකොට මගේ කට වියළෙනවා, දෑත් වෙව්ලනවා, මුහුණ රතු වෙනවා. කැන්ටිමට ගිහින් කෑම ගන්න බයයි, කවුරු හරි මාව බලයි කියලා. පන්තියේ අතක් උස්සලා උත්තරයක් දෙන්නත් බයයි. රැස්වීම් වලදී කතා කරන්න අවස්ථාව ආවම බඩේ කැක්කුම එනවා",Anxiety
"හිසරදයක් ආවත් පිළිකාවක් ඇති කියලා හිතෙනවා. හැම සුළු රෝග ලක්ෂණයක්ම ගූගල් කරලා බලනවා. ඩොක්ටර්ලා කියනවා ප්‍රශ්නයක් නැහැ කියලා, ඒත් මට හැම වෙලාවෙම හිතෙන්නේ මොකක් හරි ලොකු ලෙඩක් හැදිලා කියලා. වෛද්‍ය පරීක්ෂණ වලට යන්න බයයි",Anxiety
"මොකක් වෙයිද කියලා දැන් ඉඳන්ම හිතලා ඔළුව අවුල් කරගන්නවා. රැකියාව සම්බන්ධ තීරණයක් ගන්න තියෙන කොට රෑට නින්ද යන්නේ නැහැ. අනාගතේදී මුදල් ප්‍රශ්න එයි, තනි වෙයි, අසනීප වෙයි කියලා කල්පනා කරනවා",Anxiety
"විභාග ශාලාවට ඇතුළු වෙනකොටම බඩ යනවා, අත් පය වෙව්ලනවා. දන්න දේවල් ඔක්කොම අමතක වෙනවා. කොච්චර හොඳට පාඩම් කළත් ප්‍රශ්න පත්තරේ දැක්කම හිත අවුල් වෙනවා. උත්තර ලියන්න බැරි වෙන තරමට අත් වෙව්ලනවා",Anxiety
රෑට නින්ද යන වෙලාවට මැරෙයි කියලා බය හිතෙනවා. පොඩි සද්දයක් ආවත් හදවත පනිනවා. තනියම ඉන්න බයයි. හුස්ම හිර වෙනවා වගේ දැනෙනවා. රෑට අවදි වුණාම ආයේ නින්ද යන්නේ නැහැ,Anxiety
ඩොක්ටර් ගාවට යන්න තියෙනවා කියලා දැනගත්ත දවසේ ඉඳන්ම බඩේ යනවා. ඉන්ජෙක්ෂන් එකක් ගහන්න කිව්වම මුළු ඇඟම අමාරු වෙනවා. ලේ පරීක්ෂණයකට යන්න තියෙනවා කියලා දැනගත්තම කන බොන එක නවත්තනවා,Anxiety
බොස් කතා කරයි කියලා ඊමේල් බලන්න බයයි. මීටිං වලට යන්න බයයි. වැඩක් වැරදුනොත් රැකියාව නැති වෙයි කියලා හිතෙනවා. වැඩ කරන තැන අලුත් කෙනෙක් ආවම එයා එක්ක කතා කරන්න බයයි,Anxiety
"හදිස්සියේ හුස්ම හිර වෙනවා, පපුව පිරෙනවා, ඇඟ පුරා දහඩිය දානවා. මැරෙනවා කියලා හිතෙනවා. තත්පර කිහිපයක් යනකන් මොකද වෙන්නේ කියලා තේරෙන්නේ නැහැ. ඇඟ ගැහෙනවා, හිත කලබල වෙනවා",Anxiety
